date,station_id,station_name,latitude,longitude,temperature,humidity,pressure,wind_speed,precipitation,rain
2026-09-05 00:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,27.65,90.21526,1000.10913,9.567131,0.0,0.0
2026-09-05 01:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,27.3,91.53869,1000.0004,6.623413,0.0,0.0
2026-09-05 02:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,26.9,93.15945,999.593,4.5,0.0,0.0
2026-09-05 03:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,26.6,94.25785,999.684,4.5891175,0.0,0.0
2026-09-05 04:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,26.45,94.25163,999.8783,4.327493,0.0,0.0
2026-09-05 05:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,26.35,95.09147,1000.27264,4.1125174,0.0,0.0
2026-09-05 06:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,27.25,90.72477,1001.1896,6.3639607,0.0,0.0
2026-09-05 07:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,28.95,84.14011,1001.8303,5.315336,0.0,0.0
2026-09-05 08:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,30.6,76.744194,1002.072,7.256032,0.0,0.0
2026-09-05 09:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,31.9,64.60218,1001.8088,9.292255,0.1,0.0
2026-09-05 10:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,32.55,60.068565,1001.7262,11.165805,0.2,0.1
2026-09-05 11:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,32.85,60.316967,1000.9403,10.787993,0.4,0.3
2026-09-05 12:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,31.45,68.28424,1000.3087,11.9466305,0.9,0.39999998
2026-09-05 13:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,30.15,78.05275,999.5803,15.922624,1.4,0.9
2026-09-05 14:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,31.7,66.52227,998.62866,16.341381,0.1,0.1
2026-09-05 15:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,31.65,67.91668,998.1315,14.628807,0.0,0.0
2026-09-05 16:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,30.7,71.48008,998.1066,13.624228,0.0,0.0
2026-09-05 17:00:00+05:30,STATION_C,Comparison Station 2,17.680139541625977,83.11713409423828,29.35,80.29032,997.8727,11.545284,0.1,0.1
