date,station_id,station_name,latitude,longitude,temperature,humidity,pressure,wind_speed,precipitation,rain
2026-09-05 00:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,27.5,89.140785,1004.7701,11.226575,0.0,0.0
2026-09-05 01:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,27.2,90.1842,1004.76685,8.790563,0.0,0.0
2026-09-05 02:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,26.9,91.786995,1004.3647,6.156947,0.0,0.0
2026-09-05 03:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,26.6,92.8682,1004.36127,5.4744864,0.0,0.0
2026-09-05 04:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,26.4,93.690765,1004.6581,5.318383,0.0,0.0
2026-09-05 05:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,26.5,92.587135,1005.0577,5.692099,0.0,0.0
2026-09-05 06:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,27.25,89.12176,1005.8634,7.6579366,0.0,0.0
2026-09-05 07:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,28.85,83.880554,1006.57935,5.7431,0.0,0.0
2026-09-05 08:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,30.45,76.26853,1006.79663,7.3469996,0.0,0.0
2026-09-05 09:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,31.8,63.811287,1006.5128,9.430695,0.1,0.0
2026-09-05 10:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,32.4,59.674046,1006.32007,11.631956,0.1,0.0
2026-09-05 11:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,32.8,59.585552,1005.62683,10.717182,0.3,0.20000002
2026-09-05 12:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,32.0,64.8166,1004.9203,10.706596,0.4,0.2
2026-09-05 13:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,30.6,73.40451,1004.20703,16.818203,0.4,0.4
2026-09-05 14:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,31.25,68.245804,1003.31726,17.068707,0.3,0.3
2026-09-05 15:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,31.45,67.877884,1002.82117,14.7039175,0.0,0.0
2026-09-05 16:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,30.15,72.67503,1002.80664,14.275713,0.1,0.1
2026-09-05 17:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,28.9,83.63795,1002.5935,12.535549,0.1,0.1
2026-09-05 18:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,28.0,89.1787,1003.3804,10.472536,0.0,0.0
2026-09-05 19:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,27.65,91.019806,1004.27356,6.7757506,0.0,0.0
2026-09-05 20:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,27.45,91.819016,1005.1683,6.299999,0.0,0.0
2026-09-05 21:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,27.35,92.08544,1005.9643,6.297428,0.0,0.0
2026-09-05 22:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,27.25,92.35291,1006.16235,6.452441,0.0,0.0
2026-09-05 23:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,27.05,92.891136,1005.9608,6.638072,0.0,0.0
2026-09-06 00:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,27.0,91.249176,1005.36224,7.289444,0.0,0.0
2026-09-06 01:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,26.95,88.83362,1004.7641,7.689603,0.0,0.0
2026-09-06 02:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,26.8,88.55705,1004.0646,7.256032,0.0,0.0
2026-09-06 03:00:00+05:30,STATION_B,Comparison Station 1,17.680139541625977,83.0300064086914,26.65,89.07592,1003.46497,7.256032,0.0,0.0
